model,word,layer,n_layers,stratum,representation,n,accuracy,accuracy_sd
llama-3-8b,well,16,32,all,context,40,0.525,0.24238399287081647
llama-3-8b,well,16,32,all,target,40,0.725,0.18371173070873836
llama-3-8b,well,16,32,all,combined,40,0.725,0.21505813167606566
llama-3-8b,well,16,32,semcor,context,40,0.525,0.24238399287081647
llama-3-8b,well,16,32,semcor,target,40,0.725,0.18371173070873836
llama-3-8b,well,16,32,semcor,combined,40,0.725,0.21505813167606566
qwen2.5-7b,well,14,28,all,context,40,0.525,0.1457737973711325
qwen2.5-7b,well,14,28,all,target,40,0.7,0.203100960115899
qwen2.5-7b,well,14,28,all,combined,40,0.65,0.24238399287081647
qwen2.5-7b,well,14,28,semcor,context,40,0.525,0.1457737973711325
qwen2.5-7b,well,14,28,semcor,target,40,0.7,0.203100960115899
qwen2.5-7b,well,14,28,semcor,combined,40,0.65,0.24238399287081647
llama-3-8b,world,16,32,all,context,40,0.825,0.09999999999999999
llama-3-8b,world,16,32,all,target,40,0.775,0.049999999999999996
llama-3-8b,world,16,32,all,combined,40,0.85,0.1224744871391589
llama-3-8b,world,16,32,semcor,context,40,0.825,0.09999999999999999
llama-3-8b,world,16,32,semcor,target,40,0.775,0.049999999999999996
llama-3-8b,world,16,32,semcor,combined,40,0.85,0.1224744871391589
qwen2.5-7b,world,14,28,all,context,40,0.825,0.09999999999999999
qwen2.5-7b,world,14,28,all,target,40,0.8,0.06123724356957945
qwen2.5-7b,world,14,28,all,combined,40,0.825,0.1274754878398196
qwen2.5-7b,world,14,28,semcor,context,40,0.825,0.09999999999999999
qwen2.5-7b,world,14,28,semcor,target,40,0.8,0.06123724356957945
qwen2.5-7b,world,14,28,semcor,combined,40,0.825,0.1274754878398196
llama-3-8b,business,16,32,all,context,38,0.4916666666666667,0.09279607271383371
llama-3-8b,business,16,32,all,target,38,0.7666666666666667,0.08579691784155835
llama-3-8b,business,16,32,all,combined,38,0.75,0.15811388300841897
qwen2.5-7b,business,14,28,all,context,38,0.4833333333333333,0.10736748938937604
qwen2.5-7b,business,14,28,all,target,38,0.725,0.1457737973711325
qwen2.5-7b,business,14,28,all,combined,38,0.7666666666666667,0.14092945437739804
llama-3-8b,designed,16,32,all,context,38,0.6333333333333333,0.016666666666666653
llama-3-8b,designed,16,32,all,target,38,0.7583333333333333,0.06666666666666668
llama-3-8b,designed,16,32,all,combined,38,0.6833333333333333,0.09718253158075502
qwen2.5-7b,designed,14,28,all,context,38,0.6416666666666667,0.13333333333333336
qwen2.5-7b,designed,14,28,all,target,38,0.7166666666666667,0.11303883305208781
qwen2.5-7b,designed,14,28,all,combined,38,0.7333333333333333,0.11666666666666667
llama-3-8b,development,16,32,all,context,38,0.8166666666666667,0.056519416526043906
llama-3-8b,development,16,32,all,target,38,0.8666666666666666,0.08079466429027216
llama-3-8b,development,16,32,all,combined,38,0.8416666666666666,0.0485912657903775
qwen2.5-7b,development,14,28,all,context,38,0.7583333333333333,0.10341394704992381
qwen2.5-7b,development,14,28,all,target,38,0.825,0.1695582495781317
qwen2.5-7b,development,14,28,all,combined,38,0.8416666666666666,0.0485912657903775
llama-3-8b,door,16,32,all,context,38,0.5583333333333333,0.07264831572567787
llama-3-8b,door,16,32,all,target,38,0.7416666666666667,0.1889297341459106
llama-3-8b,door,16,32,all,combined,38,0.7166666666666667,0.17756063127218763
qwen2.5-7b,door,14,28,all,context,38,0.5916666666666667,0.1522972240208089
qwen2.5-7b,door,14,28,all,target,38,0.6916666666666667,0.17989194287435756
qwen2.5-7b,door,14,28,all,combined,38,0.6666666666666667,0.16029486718059455
llama-3-8b,home,16,32,all,context,38,0.7166666666666667,0.13794121131039042
llama-3-8b,home,16,32,all,target,38,0.7083333333333333,0.16666666666666669
llama-3-8b,home,16,32,all,combined,38,0.8083333333333333,0.11666666666666668
qwen2.5-7b,home,14,28,all,context,38,0.6916666666666667,0.14092945437739804
qwen2.5-7b,home,14,28,all,target,38,0.7083333333333333,0.0950146187582615
qwen2.5-7b,home,14,28,all,combined,38,0.7083333333333333,0.12360330811826105
llama-3-8b,paper,16,32,all,context,38,0.9666666666666666,0.06666666666666665
llama-3-8b,paper,16,32,all,target,38,0.9416666666666667,0.07264831572567788
llama-3-8b,paper,16,32,all,combined,38,0.9666666666666666,0.06666666666666665
qwen2.5-7b,paper,14,28,all,context,38,0.9083333333333334,0.1301708279317776
qwen2.5-7b,paper,14,28,all,target,38,0.975,0.049999999999999996
qwen2.5-7b,paper,14,28,all,combined,38,0.975,0.049999999999999996
llama-3-8b,still,16,32,all,context,38,0.6,0.1457737973711325
llama-3-8b,still,16,32,all,target,38,0.8833333333333334,0.12190615698606495
llama-3-8b,still,16,32,all,combined,38,0.9416666666666667,0.07264831572567787
qwen2.5-7b,still,14,28,all,context,38,0.7416666666666667,0.1301708279317776
qwen2.5-7b,still,14,28,all,target,38,0.8833333333333334,0.12190615698606495
qwen2.5-7b,still,14,28,all,combined,38,0.8916666666666666,0.0565194165260439
llama-3-8b,age,16,32,all,context,36,0.95,0.06123724356957946
llama-3-8b,age,16,32,all,target,36,1.0,0.0
llama-3-8b,age,16,32,all,combined,36,1.0,0.0
qwen2.5-7b,age,14,28,all,context,36,0.8916666666666666,0.0565194165260439
qwen2.5-7b,age,14,28,all,target,36,1.0,0.0
qwen2.5-7b,age,14,28,all,combined,36,1.0,0.0
llama-3-8b,away,16,32,all,context,36,0.3083333333333333,0.18371173070873836
llama-3-8b,away,16,32,all,target,36,0.5916666666666666,0.07637626158259732
llama-3-8b,away,16,32,all,combined,36,0.5333333333333333,0.1034139470499238
qwen2.5-7b,away,14,28,all,context,36,0.425,0.19965247584518234
qwen2.5-7b,away,14,28,all,target,36,0.4416666666666667,0.0726483157256779
qwen2.5-7b,away,14,28,all,combined,36,0.35,0.1457737973711325
llama-3-8b,experience,16,32,all,context,36,0.575,0.06123724356957945
llama-3-8b,experience,16,32,all,target,36,0.4916666666666666,0.09279607271383372
llama-3-8b,experience,16,32,all,combined,36,0.5,0.17280367794439766
qwen2.5-7b,experience,14,28,all,context,36,0.5499999999999999,0.16541194367732673
qwen2.5-7b,experience,14,28,all,target,36,0.4583333333333333,0.1536590742882148
qwen2.5-7b,experience,14,28,all,combined,36,0.6333333333333333,0.08079466429027214
llama-3-8b,history,16,32,all,context,36,0.775,0.13333333333333336
llama-3-8b,history,16,32,all,target,36,0.65,0.15500896031448563
llama-3-8b,history,16,32,all,combined,36,0.8333333333333334,0.045643546458763846
qwen2.5-7b,history,14,28,all,context,36,0.8083333333333333,0.09354143466934854
qwen2.5-7b,history,14,28,all,target,36,0.7333333333333334,0.09354143466934854
qwen2.5-7b,history,14,28,all,combined,36,0.8333333333333334,0.045643546458763846
llama-3-8b,life,16,32,all,context,36,0.55,0.14529663145135577
llama-3-8b,life,16,32,all,target,36,0.85,0.2
llama-3-8b,life,16,32,all,combined,36,0.7916666666666667,0.2006932429798716
qwen2.5-7b,life,14,28,all,context,36,0.6,0.1615893285805443
qwen2.5-7b,life,14,28,all,target,36,0.875,0.19364916731037085
qwen2.5-7b,life,14,28,all,combined,36,0.7916666666666667,0.2713136766016618
llama-3-8b,long,16,32,all,context,36,0.65,0.18371173070873836
llama-3-8b,long,16,32,all,target,36,0.7416666666666667,0.1715938356831167
llama-3-8b,long,16,32,all,combined,36,0.7083333333333333,0.16666666666666666
qwen2.5-7b,long,14,28,all,context,36,0.6416666666666667,0.10736748938937606
qwen2.5-7b,long,14,28,all,target,36,0.8083333333333333,0.05
qwen2.5-7b,long,14,28,all,combined,36,0.7583333333333334,0.07637626158259735
llama-3-8b,people,16,32,all,context,36,0.725,0.329772648956823
llama-3-8b,people,16,32,all,target,36,0.9166666666666667,0.10540925533894598
llama-3-8b,people,16,32,all,combined,36,0.8666666666666668,0.19436506316151
qwen2.5-7b,people,14,28,all,context,36,0.7583333333333334,0.1755942292142123
qwen2.5-7b,people,14,28,all,target,36,0.8833333333333334,0.09999999999999999
qwen2.5-7b,people,14,28,all,combined,36,0.8416666666666668,0.18333333333333335
llama-3-8b,possible,16,32,all,context,36,0.6583333333333333,0.0927960727138337
llama-3-8b,possible,16,32,all,target,36,0.825,0.18708286933869706
llama-3-8b,possible,16,32,all,combined,36,0.7666666666666667,0.14092945437739804
qwen2.5-7b,possible,14,28,all,context,36,0.5416666666666667,0.13944333775567927
qwen2.5-7b,possible,14,28,all,target,36,0.825,0.18708286933869706
qwen2.5-7b,possible,14,28,all,combined,36,0.7333333333333333,0.14092945437739804
llama-3-8b,war,16,32,all,context,36,0.525,0.14092945437739804
llama-3-8b,war,16,32,all,target,36,0.475,0.21180441711898057
llama-3-8b,war,16,32,all,combined,36,0.4666666666666666,0.1522972240208089
qwen2.5-7b,war,14,28,all,context,36,0.5916666666666666,0.07637626158259732
qwen2.5-7b,war,14,28,all,target,36,0.575,0.12190615698606495
qwen2.5-7b,war,14,28,all,combined,36,0.675,0.08079466429027217
llama-3-8b,way,16,32,all,context,36,0.5583333333333333,0.07264831572567787
llama-3-8b,way,16,32,all,target,36,0.6416666666666667,0.13333333333333336
llama-3-8b,way,16,32,all,combined,36,0.5916666666666666,0.10992421631894099
qwen2.5-7b,way,14,28,all,context,36,0.4666666666666667,0.10341394704992381
qwen2.5-7b,way,14,28,all,target,36,0.5833333333333333,0.06972166887783962
qwen2.5-7b,way,14,28,all,combined,36,0.5583333333333333,0.07264831572567787
llama-3-8b,figure,16,32,all,context,34,0.9666666666666666,0.06666666666666665
llama-3-8b,figure,16,32,all,target,34,0.975,0.049999999999999996
llama-3-8b,figure,16,32,all,combined,34,1.0,0.0
qwen2.5-7b,figure,14,28,all,context,34,0.9666666666666666,0.06666666666666665
qwen2.5-7b,figure,14,28,all,target,34,0.975,0.049999999999999996
qwen2.5-7b,figure,14,28,all,combined,34,1.0,0.0
llama-3-8b,high,16,32,all,context,34,0.7083333333333334,0.12909944487358058
llama-3-8b,high,16,32,all,target,34,0.9416666666666667,0.07264831572567787
llama-3-8b,high,16,32,all,combined,34,0.9416666666666667,0.07264831572567787
qwen2.5-7b,high,14,28,all,context,34,0.7416666666666667,0.17159383568311667
qwen2.5-7b,high,14,28,all,target,34,0.875,0.12360330811826105
qwen2.5-7b,high,14,28,all,combined,34,0.9416666666666667,0.07264831572567787
llama-3-8b,however,16,32,all,context,34,0.5916666666666666,0.07637626158259732
llama-3-8b,however,16,32,all,target,34,0.5333333333333333,0.14766704288891125
llama-3-8b,however,16,32,all,combined,34,0.6166666666666666,0.16115899671511433
qwen2.5-7b,however,14,28,all,context,34,0.5333333333333333,0.06666666666666665
qwen2.5-7b,however,14,28,all,target,34,0.6333333333333333,0.1379412113103904
qwen2.5-7b,however,14,28,all,combined,34,0.65,0.13333333333333336
llama-3-8b,human,16,32,all,context,34,0.3583333333333333,0.08164965809277261
llama-3-8b,human,16,32,all,target,34,0.6,0.15500896031448563
llama-3-8b,human,16,32,all,combined,34,0.5083333333333333,0.09279607271383368
qwen2.5-7b,human,14,28,all,context,34,0.5583333333333333,0.16583123951777
qwen2.5-7b,human,14,28,all,target,34,0.525,0.049999999999999996
qwen2.5-7b,human,14,28,all,combined,34,0.6166666666666666,0.09999999999999999
llama-3-8b,labor,16,32,all,context,34,0.8083333333333332,0.19649710204252663
llama-3-8b,labor,16,32,all,target,34,0.7750000000000001,0.13844373104863458
llama-3-8b,labor,16,32,all,combined,34,0.7833333333333334,0.1632993161855452
qwen2.5-7b,labor,14,28,all,context,34,0.75,0.16666666666666669
qwen2.5-7b,labor,14,28,all,target,34,0.8833333333333334,0.06123724356957944
qwen2.5-7b,labor,14,28,all,combined,34,0.8333333333333334,0.12076147288491199
llama-3-8b,moment,16,32,all,context,34,0.5333333333333333,0.06666666666666667
llama-3-8b,moment,16,32,all,target,34,0.6666666666666667,0.16029486718059455
llama-3-8b,moment,16,32,all,combined,34,0.6083333333333333,0.18181186857726192
qwen2.5-7b,moment,14,28,all,context,34,0.4416666666666666,0.12801909579781015
qwen2.5-7b,moment,14,28,all,target,34,0.7333333333333333,0.1615893285805443
qwen2.5-7b,moment,14,28,all,combined,34,0.6416666666666666,0.0816496580927726
llama-3-8b,surface,16,32,all,context,34,0.6083333333333333,0.2101586702153082
llama-3-8b,surface,16,32,all,target,34,0.7,0.11303883305208781
llama-3-8b,surface,16,32,all,combined,34,0.6333333333333333,0.18708286933869708
qwen2.5-7b,surface,14,28,all,context,34,0.6,0.1615893285805443
qwen2.5-7b,surface,14,28,all,target,34,0.5833333333333333,0.10540925533894598
qwen2.5-7b,surface,14,28,all,combined,34,0.6,0.1798919428743575
llama-3-8b,today,16,32,all,context,34,0.6749999999999999,0.0408248290463863
llama-3-8b,today,16,32,all,target,34,0.625,0.12360330811826105
llama-3-8b,today,16,32,all,combined,34,0.6416666666666666,0.0816496580927726
qwen2.5-7b,today,14,28,all,context,34,0.725,0.1740051084818425
qwen2.5-7b,today,14,28,all,target,34,0.5583333333333333,0.22298480267099421
qwen2.5-7b,today,14,28,all,combined,34,0.6333333333333333,0.19436506316151003
llama-3-8b,voice,16,32,all,context,34,0.6083333333333333,0.097182531580755
llama-3-8b,voice,16,32,all,target,34,0.525,0.049999999999999996
llama-3-8b,voice,16,32,all,combined,34,0.55,0.06123724356957946
qwen2.5-7b,voice,14,28,all,context,34,0.625,0.15811388300841897
qwen2.5-7b,voice,14,28,all,target,34,0.5083333333333333,0.09279607271383368
qwen2.5-7b,voice,14,28,all,combined,34,0.5333333333333333,0.06666666666666665
llama-3-8b,water,16,32,all,context,34,0.5583333333333333,0.07264831572567788
llama-3-8b,water,16,32,all,target,34,0.5666666666666667,0.2084999333866134
llama-3-8b,water,16,32,all,combined,34,0.5166666666666667,0.1504622507105649
qwen2.5-7b,water,14,28,all,context,34,0.5,0.07905694150420949
qwen2.5-7b,water,14,28,all,target,34,0.525,0.11666666666666667
qwen2.5-7b,water,14,28,all,combined,34,0.4666666666666667,0.10341394704992381
llama-3-8b,earth,16,32,all,context,32,0.9666666666666668,0.06666666666666665
llama-3-8b,earth,16,32,all,target,32,0.9666666666666668,0.06666666666666665
llama-3-8b,earth,16,32,all,combined,32,1.0,0.0
qwen2.5-7b,earth,14,28,all,context,32,0.875,0.06454972243679026
qwen2.5-7b,earth,14,28,all,target,32,1.0,0.0
qwen2.5-7b,earth,14,28,all,combined,32,1.0,0.0
llama-3-8b,finally,16,32,all,context,32,0.4083333333333333,0.07637626158259735
llama-3-8b,finally,16,32,all,target,32,0.6833333333333333,0.18559214542766744
llama-3-8b,finally,16,32,all,combined,32,0.5916666666666667,0.1674979270186815
qwen2.5-7b,finally,14,28,all,context,32,0.575,0.11902380714238081
qwen2.5-7b,finally,14,28,all,target,32,0.6250000000000001,0.19364916731037088
qwen2.5-7b,finally,14,28,all,combined,32,0.5916666666666666,0.13017082793177756
llama-3-8b,growth,16,32,all,context,32,0.9666666666666668,0.06666666666666665
llama-3-8b,growth,16,32,all,target,32,0.8833333333333334,0.09999999999999999
llama-3-8b,growth,16,32,all,combined,32,0.95,0.09999999999999999
qwen2.5-7b,growth,14,28,all,context,32,0.925,0.15
qwen2.5-7b,growth,14,28,all,target,32,0.8833333333333334,0.09999999999999999
qwen2.5-7b,growth,14,28,all,combined,32,0.975,0.049999999999999996
llama-3-8b,hit,16,32,all,context,32,0.8583333333333334,0.13844373104863458
llama-3-8b,hit,16,32,all,target,32,0.9416666666666668,0.07264831572567788
llama-3-8b,hit,16,32,all,combined,32,0.8833333333333334,0.09999999999999999
qwen2.5-7b,hit,14,28,all,context,32,0.8833333333333334,0.09999999999999999
qwen2.5-7b,hit,14,28,all,target,32,0.9416666666666668,0.07264831572567788
qwen2.5-7b,hit,14,28,all,combined,32,0.9083333333333334,0.07637626158259732
llama-3-8b,interest,16,32,all,context,32,0.9,0.20000000000000004
llama-3-8b,interest,16,32,all,target,32,0.9416666666666667,0.07264831572567787
llama-3-8b,interest,16,32,all,combined,32,0.9416666666666667,0.07264831572567787
qwen2.5-7b,interest,14,28,all,context,32,0.825,0.11902380714238082
qwen2.5-7b,interest,14,28,all,target,32,1.0,0.0
qwen2.5-7b,interest,14,28,all,combined,32,0.975,0.049999999999999996
llama-3-8b,later,16,32,all,context,32,0.575,0.11902380714238081
llama-3-8b,later,16,32,all,target,32,0.4,0.13333333333333333
llama-3-8b,later,16,32,all,combined,32,0.475,0.11666666666666667
qwen2.5-7b,later,14,28,all,context,32,0.6416666666666666,0.2101586702153082
qwen2.5-7b,later,14,28,all,target,32,0.45,0.19436506316151
qwen2.5-7b,later,14,28,all,combined,32,0.4666666666666667,0.1632993161855452
llama-3-8b,meaning,16,32,all,context,32,0.6083333333333333,0.3647678104706548
llama-3-8b,meaning,16,32,all,target,32,0.5333333333333333,0.22110831935702668
llama-3-8b,meaning,16,32,all,combined,32,0.6250000000000001,0.19364916731037088
qwen2.5-7b,meaning,14,28,all,context,32,0.6416666666666666,0.25221243250702596
qwen2.5-7b,meaning,14,28,all,target,32,0.5666666666666667,0.08164965809277258
qwen2.5-7b,meaning,14,28,all,combined,32,0.5999999999999999,0.1699673171197595
llama-3-8b,number,16,32,all,context,32,0.7416666666666668,0.20480342879074181
llama-3-8b,number,16,32,all,target,32,0.7833333333333334,0.06666666666666671
llama-3-8b,number,16,32,all,combined,32,0.8166666666666668,0.033333333333333354
qwen2.5-7b,number,14,28,all,context,32,0.7166666666666667,0.22110831935702666
qwen2.5-7b,number,14,28,all,target,32,0.7833333333333334,0.0666666666666667
qwen2.5-7b,number,14,28,all,combined,32,0.8833333333333334,0.09999999999999999
llama-3-8b,old,16,32,all,context,32,0.5333333333333333,0.06666666666666667
llama-3-8b,old,16,32,all,target,32,0.6499999999999999,0.0816496580927726
llama-3-8b,old,16,32,all,combined,32,0.6166666666666666,0.09999999999999999
qwen2.5-7b,old,14,28,all,context,32,0.55,0.19436506316151003
qwen2.5-7b,old,14,28,all,target,32,0.675,0.1589898669028243
qwen2.5-7b,old,14,28,all,combined,32,0.675,0.1589898669028243
llama-3-8b,once,16,32,all,context,32,0.7166666666666667,0.12472191289246475
llama-3-8b,once,16,32,all,target,32,0.9666666666666668,0.06666666666666667
llama-3-8b,once,16,32,all,combined,32,0.9666666666666668,0.06666666666666667
qwen2.5-7b,once,14,28,all,context,32,0.6916666666666667,0.12801909579781015
qwen2.5-7b,once,14,28,all,target,32,0.9666666666666668,0.06666666666666667
qwen2.5-7b,once,14,28,all,combined,32,1.0,0.0
llama-3-8b,pressure,16,32,all,context,32,0.9333333333333332,0.13333333333333336
llama-3-8b,pressure,16,32,all,target,32,1.0,0.0
llama-3-8b,pressure,16,32,all,combined,32,1.0,0.0
qwen2.5-7b,pressure,14,28,all,context,32,0.875,0.19364916731037085
qwen2.5-7b,pressure,14,28,all,target,32,1.0,0.0
qwen2.5-7b,pressure,14,28,all,combined,32,0.9666666666666668,0.06666666666666665
llama-3-8b,set,16,32,all,context,32,0.7083333333333333,0.1343709624716425
llama-3-8b,set,16,32,all,target,32,0.85,0.13333333333333336
llama-3-8b,set,16,32,all,combined,32,0.7833333333333334,0.0666666666666667
qwen2.5-7b,set,14,28,all,context,32,0.8,0.16329931618554522
qwen2.5-7b,set,14,28,all,target,32,0.9083333333333334,0.07637626158259732
qwen2.5-7b,set,14,28,all,combined,32,0.8416666666666666,0.10671873729054748
llama-3-8b,spirit,16,32,all,context,32,0.7083333333333333,0.1343709624716425
llama-3-8b,spirit,16,32,all,target,32,0.9083333333333334,0.07637626158259732
llama-3-8b,spirit,16,32,all,combined,32,0.9083333333333334,0.07637626158259732
qwen2.5-7b,spirit,14,28,all,context,32,0.7166666666666667,0.12472191289246475
qwen2.5-7b,spirit,14,28,all,target,32,0.8416666666666666,0.10671873729054748
qwen2.5-7b,spirit,14,28,all,combined,32,0.8416666666666668,0.10671873729054748
llama-3-8b,together,16,32,all,context,32,0.6833333333333333,0.1855921454276674
llama-3-8b,together,16,32,all,target,32,0.6416666666666666,0.13844373104863458
llama-3-8b,together,16,32,all,combined,32,0.65,0.13333333333333336
qwen2.5-7b,together,14,28,all,context,32,0.5666666666666667,0.08164965809277258
qwen2.5-7b,together,14,28,all,target,32,0.6166666666666666,0.14529663145135577
qwen2.5-7b,together,14,28,all,combined,32,0.6833333333333333,0.11055415967851334
llama-3-8b,treatment,16,32,all,context,32,0.875,0.19364916731037085
llama-3-8b,treatment,16,32,all,target,32,0.9166666666666667,0.10540925533894598
llama-3-8b,treatment,16,32,all,combined,32,0.9166666666666667,0.10540925533894598
qwen2.5-7b,treatment,14,28,all,context,32,0.85,0.2
qwen2.5-7b,treatment,14,28,all,target,32,0.8166666666666668,0.033333333333333354
qwen2.5-7b,treatment,14,28,all,combined,32,0.8166666666666668,0.11055415967851334
llama-3-8b,amount,16,32,all,context,30,0.8666666666666666,0.12472191289246472
llama-3-8b,amount,16,32,all,target,30,0.9,0.13333333333333336
llama-3-8b,amount,16,32,all,combined,30,0.8333333333333334,0.149071198499986
qwen2.5-7b,amount,14,28,all,context,30,0.8666666666666666,0.12472191289246472
qwen2.5-7b,amount,14,28,all,target,30,0.8666666666666668,0.12472191289246472
